chrom	start	end	acc	score	strand	FC	feat_chrom	feat_start	feat_end	feat_acc	feat_score	feat_strand	feat_FC	distance
2	19351089	19351091	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26889	32.0	.	19351090	2	19349981	19351482	AT2G47130	.	-	CDS	0
2	19352219	19352221	pCAMTA2-22C-mock_S1_peak_27508	27.0	.	19352220	2	19351559	19353060	AT2G47140	.	-	CDS	0
2	19352614	19352616	pCAMTA3-22C-cycloheximide_S6_peak_23021	26.0	.	19352615	2	19351559	19353060	AT2G47140	.	-	CDS	0
2	19352614	19352616	pCAMTA3-22C-cycloheximide_S6_peak_23021	26.0	.	19352615	2	19352614	19354115	AT2G47150	.	-	CDS	0
2	19366404	19366406	pCAMTA2-22C-mock_S1_peak_27517	39.0	.	19366405	2	19366263	19367764	AT2G47170	.	+	CDS	0
2	19370082	19370084	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26902	30.5	.	19370083	2	19369872	19371373	AT2G47180	.	-	CDS	0
2	19370627	19370629	pCAMTA3-22C-cycloheximide_S6_peak_23031	26.0	.	19370628	2	19369872	19371373	AT2G47180	.	-	CDS	0
2	19371257	19371259	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26904	41.0	.	19371258	2	19369872	19371373	AT2G47180	.	-	CDS	0
2	19386400	19386402	pCAMTA3-22C-cycloheximide_S6_peak_23040	43.0	.	19386401	2	19386125	19387626	AT2G47230	.	+	CDS	0
2	19387243	19387245	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_20927	35.0	.	19387244	2	19386125	19387626	AT2G47230	.	+	CDS	0
2	19402539	19402541	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26922	27.0	.	19402540	2	19402481	19403982	AT2G47250	.	-	CDS	0
2	19403842	19403844	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26924	30.0	.	19403843	2	19402481	19403982	AT2G47250	.	-	CDS	0
2	19406196	19406198	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26927	26.0	.	19406197	2	19405946	19407447	AT2G47260	.	-	CDS	0
2	19406709	19406711	pCAMTA2-22C-mock_S1_peak_27542	27.5	.	19406710	2	19405946	19407447	AT2G47260	.	-	CDS	0
2	19412343	19412345	pCAMTA3-22C-cycloheximide_S6_peak_23055	26.0	.	19412344	2	19411549	19413050	AT2G47270	.	-	CDS	0
2	19418908	19418910	pCAMTA2-22C-mock_S1_peak_27550	26.0	.	19418909	2	19417732	19419233	AT2G47300	.	+	CDS	0
2	19423014	19423016	pCAMTA2-22C-mock_S1_peak_27552	28.0	.	19423015	2	19422790	19424291	AT2G47310	.	+	CDS	0
2	19433758	19433760	pCAMTA2-22C-mock_S1_peak_27558	39.0	.	19433759	2	19433587	19435088	AT2G47350	.	+	CDS	0
2	19438292	19438294	pCAMTA3-22C-mock_S4_peak_31058	37.5	.	19438293	2	19436819	19438320	AT2G47360	.	+	CDS	0
2	19439797	19439799	pCAMTA3-22C-mock_S4_peak_31062	30.0	.	19439798	2	19439781	19441282	AT2G47370	.	-	CDS	0
2	19446848	19446850	pCAMTA2-22C-mock_S1_peak_27569	27.0	.	19446849	2	19445753	19447254	AT2G47390	.	-	CDS	0
2	19446848	19446850	pCAMTA2-22C-mock_S1_peak_27569	27.0	.	19446849	2	19445888	19447389	AT2G47400	.	+	CDS	0
2	19456623	19456625	pCAMTA2-22C-mock_S1_peak_27576	27.0	.	19456624	2	19456573	19458074	AT2G47420	.	+	CDS	0
2	19481874	19481876	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26984	38.0	.	19481875	2	19480502	19482003	AT2G47470	.	+	CDS	0
2	19485554	19485556	pCAMTA2-22C-mock_S1_peak_27603	32.0	.	19485555	2	19485003	19486504	AT2G47485	.	+	CDS	0
2	19487530	19487532	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_26991	26.0	.	19487531	2	19486548	19488049	AT2G47490	.	+	CDS	0
2	19498965	19498967	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27003	26.0	.	19498966	2	19497613	19499114	AT2G47510	.	+	CDS	0
2	19504508	19504510	pCAMTA3-22C-mock_S4_peak_31132	28.0	.	19504509	2	19503219	19504720	AT2G47530	.	+	CDS	0
2	19516842	19516844	pCAMTA2-22C-mock_S1_peak_27632	27.0	.	19516843	2	19516217	19517718	AT2G47570	.	-	CDS	0
2	19516842	19516844	pCAMTA2-22C-mock_S1_peak_27632	27.0	.	19516843	2	19516228	19517729	AT2G47580	.	+	CDS	0
2	19517565	19517567	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27015	33.5	.	19517566	2	19516217	19517718	AT2G47570	.	-	CDS	0
2	19517565	19517567	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27015	33.5	.	19517566	2	19516228	19517729	AT2G47580	.	+	CDS	0
2	19529956	19529958	pCAMTA2-22C-mock_S1_peak_27643	31.0	.	19529957	2	19528853	19530354	AT2G47610	.	+	CDS	0
2	19534186	19534188	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21018	31.5	.	19534187	2	19533636	19535137	AT2G47630	.	+	CDS	0
2	19541168	19541170	pCAMTA3-22C-cycloheximide_S6_peak_23158	33.0	.	19541169	2	19540864	19542365	AT2G47650	.	-	CDS	0
2	19550925	19550927	pCAMTA2-22C-mock_S1_peak_27664	40.0	.	19550926	2	19550262	19551763	AT2G47690	.	+	CDS	0
2	19550925	19550927	pCAMTA2-22C-mock_S1_peak_27664	40.0	.	19550926	2	19550371	19551872	AT2G47680	.	-	CDS	0
2	19555748	19555750	pCAMTA3-22C-cycloheximide_S6_peak_23170	30.0	.	19555749	2	19555456	19556957	AT2G47710	.	-	CDS	0
2	19555748	19555750	pCAMTA3-22C-cycloheximide_S6_peak_23170	30.0	.	19555749	2	19555623	19557124	AT2G47720	.	+	CDS	0
2	19556805	19556807	pCAMTA2-22C-mock_S1_peak_27673	27.0	.	19556806	2	19555456	19556957	AT2G47710	.	-	CDS	0
2	19556805	19556807	pCAMTA2-22C-mock_S1_peak_27673	27.0	.	19556806	2	19555623	19557124	AT2G47720	.	+	CDS	0
2	19569003	19569005	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21058	31.5	.	19569004	2	19567700	19569201	AT2G47770	.	+	CDS	0
2	19569003	19569005	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21058	31.5	.	19569004	2	19567721	19569222	AT2G47760	.	-	CDS	0
2	19569765	19569767	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21059	37.0	.	19569766	2	19569075	19570576	AT2G47780	.	+	CDS	0
2	19570433	19570435	pCAMTA3-22C-cycloheximide_S6_peak_23182	27.0	.	19570434	2	19569075	19570576	AT2G47780	.	+	CDS	0
2	19574169	19574171	pCAMTA2-22C-mock_S1_peak_27690	35.0	.	19574170	2	19573943	19575444	AT2G47800	.	+	CDS	0
2	19587662	19587664	pCAMTA2-22C-mock_S1_peak_27698	31.0	.	19587663	2	19587121	19588622	AT2G47820	.	+	CDS	0
2	19595273	19595275	pCAMTA3-22C-cycloheximide_S6_peak_23200	27.0	.	19595274	2	19594292	19595793	AT2G47844	.	+	CDS	0
2	19595273	19595275	pCAMTA3-22C-cycloheximide_S6_peak_23200	27.0	.	19595274	2	19594457	19595958	AT2G47840	.	-	CDS	0
2	19595273	19595275	pCAMTA3-22C-cycloheximide_S6_peak_23200	27.0	.	19595274	2	19594952	19596453	AT2G47850	.	+	CDS	0
2	19608331	19608333	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21089	26.5	.	19608332	2	19607244	19608745	AT2G47890	.	+	CDS	0
2	19616048	19616050	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27109	34.0	.	19616049	2	19615002	19616503	AT2G47920	.	+	CDS	0
2	19617485	19617487	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21096	27.0	.	19617486	2	19617129	19618630	AT2G47930	.	-	CDS	0
2	19623894	19623896	pCAMTA2-22C-mock_S1_peak_27728	39.0	.	19623895	2	19623279	19624780	AT2G47950	.	+	CDS	0
2	19631642	19631644	pCAMTA2-22C-mock_S1_peak_27734	26.0	.	19631643	2	19630422	19631923	AT2G47980	.	+	CDS	0
2	19662510	19662512	pCAMTA2-22C-mock_S1_peak_27766	31.0	.	19662511	2	19661862	19663363	AT2G48070	.	+	CDS	0
2	19662510	19662512	pCAMTA2-22C-mock_S1_peak_27766	31.0	.	19662511	2	19661886	19663387	AT2G48060	.	-	CDS	0
2	19664382	19664384	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27166	35.0	.	19664383	2	19664122	19665623	AT2G48075	.	-	CDS	0
2	19670826	19670828	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27173	26.0	.	19670827	2	19670244	19671745	AT2G48100	.	+	CDS	0
2	19681548	19681550	pCAMTA3-22C-mock_S4_peak_31340	30.0	.	19681549	2	19680679	19682180	AT2G48121	.	+	CDS	0
2	19685834	19685836	pCAMTA2-22C-mock_S1_peak_27781	25.5	.	19685835	2	19685441	19686942	AT2G48140	.	+	CDS	0
2	19685834	19685836	pCAMTA2-22C-mock_S1_peak_27781	25.5	.	19685835	2	19685477	19686978	AT2G48130	.	-	CDS	0
2	19686621	19686623	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27184	25.5	.	19686622	2	19685441	19686942	AT2G48140	.	+	CDS	0
2	19686621	19686623	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27184	25.5	.	19686622	2	19685477	19686978	AT2G48130	.	-	CDS	0
2	19689114	19689116	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27186	28.5	.	19689115	2	19688599	19690100	AT2G48150	.	-	CDS	0
2	19689663	19689665	pCAMTA3-22C-cycloheximide_S6_peak_23262	31.0	.	19689664	2	19688599	19690100	AT2G48150	.	-	CDS	0
3	9292	9294	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21163	29.0	.	9293	3	8391	9892	AT3G01040	.	+	CDS	0
3	13278	13280	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27209	27.0	.	13279	3	12853	14354	AT3G01050	.	+	CDS	0
3	41689	41691	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27233	30.0	.	41690	3	41365	42866	AT3G01120	.	-	CDS	0
3	46178	46180	pCAMTA2-22C-mock_S1_peak_27824	27.0	.	46179	3	45022	46523	AT3G01130	.	-	CDS	0
3	48940	48942	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27238	27.0	.	48941	3	47643	49144	AT3G01140	.	-	CDS	0
3	51434	51436	pCAMTA3-22C-cycloheximide_S6_peak_23313	29.0	.	51435	3	50731	52232	AT3G01150	.	+	CDS	0
3	57600	57602	pCAMTA3-22C-mock_S4_peak_31411	27.0	.	57601	3	56949	58450	AT3G01160	.	-	CDS	0
3	57600	57602	pCAMTA3-22C-mock_S4_peak_31411	27.0	.	57601	3	57042	58543	AT3G01170	.	+	CDS	0
3	58181	58183	pCAMTA3-22C-mock_S4_peak_31412	30.5	.	58182	3	56949	58450	AT3G01160	.	-	CDS	0
3	58181	58183	pCAMTA3-22C-mock_S4_peak_31412	30.5	.	58182	3	57042	58543	AT3G01170	.	+	CDS	0
3	58572	58574	pCAMTA2-22C-mock_S1_peak_27836	27.0	.	58573	3	58483	59984	AT3G01175	.	+	CDS	0
3	59298	59300	pCAMTA3-22C-cycloheximide_S6_peak_23322	26.0	.	59299	3	58483	59984	AT3G01175	.	+	CDS	0
3	71498	71500	pCAMTA2-22C-mock_S1_peak_27847	42.0	.	71499	3	70848	72349	AT3G01200	.	-	CDS	0
3	71498	71500	pCAMTA2-22C-mock_S1_peak_27847	42.0	.	71499	3	71181	72682	AT3G01210	.	+	CDS	0
3	71764	71766	pCAMTA2-22C-mock_S1_peak_27848	27.0	.	71765	3	70848	72349	AT3G01200	.	-	CDS	0
3	71764	71766	pCAMTA2-22C-mock_S1_peak_27848	27.0	.	71765	3	71181	72682	AT3G01210	.	+	CDS	0
3	73572	73574	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21204	32.0	.	73573	3	72598	74099	AT3G01220	.	+	CDS	0
3	93310	93312	pCAMTA3-22C-cycloheximide_S6_peak_23343	36.0	.	93311	3	92835	94336	AT3G01300	.	-	CDS	0
3	101694	101696	pCAMTA2-22C-mock_S1_peak_27872	31.0	.	101695	3	101103	102604	AT3G01310	.	-	CDS	0
3	126361	126363	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27290	26.0	.	126362	3	126305	127806	AT3G01330	.	-	CDS	0
3	128964	128966	pCAMTA2-22C-mock_S1_peak_27883	26.5	.	128965	3	127965	129466	AT3G01340	.	-	CDS	0
3	128964	128966	pCAMTA2-22C-mock_S1_peak_27883	26.5	.	128965	3	128318	129819	AT3G01345	.	+	CDS	0
3	139694	139696	pCAMTA2-22C-mock_S1_peak_27889	29.5	.	139695	3	138231	139732	AT3G01360	.	-	CDS	0
3	155330	155332	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27320	37.0	.	155331	3	154939	156440	AT3G01410	.	-	CDS	0
3	163383	163385	pCAMTA2-22C-mock_S1_peak_27903	27.0	.	163384	3	162226	163727	AT3G01420	.	-	CDS	0
3	166023	166025	pCAMTA2-22C-mock_S1_peak_27906	27.0	.	166024	3	165637	167138	AT3G01430	.	-	CDS	0
3	184190	184192	pCAMTA2-22C-mock_S1_peak_27920	29.5	.	184191	3	183534	185035	AT3G01470	.	-	CDS	0
3	184190	184192	pCAMTA2-22C-mock_S1_peak_27920	29.5	.	184191	3	183741	185242	AT3G01472	.	-	CDS	0
3	185039	185041	pCAMTA2-22C-mock_S1_peak_27921	31.5	.	185040	3	183741	185242	AT3G01472	.	-	CDS	0
3	193221	193223	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21274	26.0	.	193222	3	192758	194259	AT3G01490	.	-	CDS	0
3	198017	198019	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27352	29.0	.	198018	3	197373	198874	AT3G01500	.	-	CDS	0
3	202793	202795	pCAMTA2-22C-mock_S1_peak_27936	31.0	.	202794	3	202218	203719	AT3G01513	.	-	CDS	0
3	208118	208120	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21283	30.0	.	208119	3	207505	209006	AT3G01520	.	+	CDS	0
3	208991	208993	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27362	26.0	.	208992	3	207505	209006	AT3G01520	.	+	CDS	0
3	216536	216538	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27372	27.0	.	216537	3	215642	217143	AT3G01540	.	-	CDS	0
3	225848	225850	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27386	27.0	.	225849	3	225011	226512	AT3G01580	.	-	CDS	0
3	225848	225850	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27386	27.0	.	225849	3	225646	227147	AT3G01590	.	+	CDS	0
3	226837	226839	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27387	27.0	.	226838	3	225646	227147	AT3G01590	.	+	CDS	0
3	229176	229178	pCAMTA3-22C-cycloheximide_S6_peak_23427	35.0	.	229177	3	228364	229865	AT3G01600	.	+	CDS	0
3	231080	231082	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27392	26.0	.	231081	3	230786	232287	AT3G01610	.	+	CDS	0
3	242905	242907	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21314	30.0	.	242906	3	241733	243234	AT3G01650	.	+	CDS	0
3	247473	247475	pCAMTA3-22C-cycloheximide_S6_peak_23445	27.0	.	247474	3	246287	247788	AT3G01670	.	+	CDS	0
3	256223	256225	pCAMTA2-22C-mock_S1_peak_27996	26.5	.	256224	3	255752	257253	AT3G01690	.	+	CDS	0
3	258374	258376	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27423	47.0	.	258375	3	257980	259481	AT3G01700	.	+	CDS	0
3	262569	262571	pCAMTA2-22C-mock_S1_peak_28004	38.0	.	262570	3	261238	262739	AT3G01710	.	-	CDS	0
3	265161	265163	pCAMTA2-22C-mock_S1_peak_28006	30.5	.	265162	3	265108	266609	AT3G01720	.	-	CDS	0
3	267978	267980	pCAMTA3-22C-cycloheximide_S6_peak_23462	32.5	.	267979	3	267117	268618	AT3G01740	.	+	CDS	0
3	272655	272657	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27438	27.5	.	272656	3	272298	273799	AT3G01760	.	+	CDS	0
3	295153	295155	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27461	38.0	.	295154	3	294857	296358	AT3G01820	.	-	CDS	0
3	295153	295155	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27461	38.0	.	295154	3	295113	296614	AT3G01830	.	+	CDS	0
3	299295	299297	pCAMTA3-22C-cycloheximide_S6_peak_23501	30.5	.	299296	3	298134	299635	AT3G01840	.	-	CDS	0
3	301857	301859	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21364	30.0	.	301858	3	301487	302988	AT3G01850	.	-	CDS	0
3	302120	302122	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27471	27.5	.	302121	3	301487	302988	AT3G01850	.	-	CDS	0
3	302120	302122	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27471	27.5	.	302121	3	301868	303369	AT3G01860	.	+	CDS	0
3	308059	308061	pCAMTA3-22C-cycloheximide_S6_peak_23509	30.5	.	308060	3	306781	308282	AT3G01880	.	+	CDS	0
3	310540	310542	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27478	27.0	.	310541	3	309331	310832	AT3G01890	.	+	CDS	0
3	317053	317055	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27488	35.0	.	317054	3	316448	317949	AT3G01920	.	+	CDS	0
3	317053	317055	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27488	35.0	.	317054	3	316774	318275	AT3G01910	.	-	CDS	0
3	323996	323998	pCAMTA2-22C-mock_S1_peak_28063	27.0	.	323997	3	322553	324054	AT3G01940	.	-	CDS	0
3	323996	323998	pCAMTA2-22C-mock_S1_peak_28063	27.0	.	323997	3	323025	324526	AT3G01950	.	+	CDS	0
3	325109	325111	pCAMTA3-22C-cycloheximide_S6_peak_23526	38.0	.	325110	3	324180	325681	AT3G01961	.	+	CDS	0
3	325109	325111	pCAMTA3-22C-cycloheximide_S6_peak_23526	38.0	.	325110	3	324587	326088	AT3G01960	.	-	CDS	0
3	338137	338139	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21395	48.0	.	338138	3	336964	338465	AT3G02010	.	+	CDS	0
3	344718	344720	pCAMTA2-22C-mock_S1_peak_28083	30.0	.	344719	3	344023	345524	AT3G02030	.	+	CDS	0
3	345386	345388	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21402	27.0	.	345387	3	344023	345524	AT3G02030	.	+	CDS	0
3	354385	354387	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27524	32.0	.	354386	3	353408	354909	AT3G02060	.	+	CDS	0
3	360756	360758	pCAMTA3-22C-cycloheximide_S6_peak_23566	27.0	.	360757	3	360367	361868	AT3G02070	.	+	CDS	0
3	365530	365532	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27540	36.5	.	365531	3	364623	366124	AT3G02090	.	+	CDS	0
3	365530	365532	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27540	36.5	.	365531	3	364661	366162	AT3G02080	.	-	CDS	0
3	373531	373533	pCAMTA2-22C-mock_S1_peak_28114	26.0	.	373532	3	373137	374638	AT3G02110	.	-	CDS	0
3	376544	376546	pCAMTA3-22C-mock_S4_peak_31750	26.0	.	376545	3	376121	377622	AT3G02120	.	+	CDS	0
3	377105	377107	pCAMTA2-22C-mock_S1_peak_28117	33.0	.	377106	3	376121	377622	AT3G02120	.	+	CDS	0
3	387173	387175	pCAMTA2-22C-mock_S1_peak_28129	26.0	.	387174	3	385937	387438	AT3G02140	.	-	CDS	0
3	394910	394912	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27566	31.0	.	394911	3	393614	395115	AT3G02160	.	+	CDS	0
3	399070	399072	pCAMTA3-22C-cycloheximide_S6_peak_23598	26.0	.	399071	3	398893	400394	AT3G02170	.	-	CDS	0
3	406971	406973	pCAMTA2-22C-mock_S1_peak_28144	41.0	.	406972	3	405691	407192	AT3G02200	.	+	CDS	0
3	406971	406973	pCAMTA2-22C-mock_S1_peak_28144	41.0	.	406972	3	405842	407343	AT3G02190	.	-	CDS	0
3	411896	411898	pCAMTA3-22C-mock_S4_peak_31786	26.0	.	411897	3	410978	412479	AT3G02210	.	-	CDS	0
3	415500	415502	pCAMTA3-22C-mock_S4_peak_31789	33.0	.	415501	3	414462	415963	AT3G02230	.	+	CDS	0
3	453179	453181	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27607	26.0	.	453180	3	452645	454146	AT3G02280	.	+	CDS	0
3	478868	478870	pCAMTA2-22C-mock_S1_peak_28185	41.5	.	478869	3	478247	479748	AT3G02350	.	+	CDS	0
3	481771	481773	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27625	29.0	.	481772	3	481497	482998	AT3G02360	.	+	CDS	0
3	485002	485004	pCAMTA3-22C-mock_S4_peak_31849	26.0	.	485003	3	483744	485245	AT3G02370	.	+	CDS	0
3	489655	489657	pCAMTA3-22C-mock_S4_peak_31853	37.0	.	489656	3	488829	490330	AT3G02400	.	+	CDS	0
3	495333	495335	pCAMTA3-22C-cycloheximide_S6_peak_23658	27.0	.	495334	3	494377	495878	AT3G02410	.	-	CDS	0
3	499626	499628	pCAMTA2-22C-mock_S1_peak_28208	31.0	.	499627	3	498272	499773	AT3G02420	.	-	CDS	0
3	499626	499628	pCAMTA2-22C-mock_S1_peak_28208	31.0	.	499627	3	498359	499860	AT3G02430	.	+	CDS	0
3	504852	504854	pCAMTA2-22C-mock_S1_peak_28210	26.5	.	504853	3	504530	506031	AT3G02450	.	-	CDS	0
3	509908	509910	pCAMTA3-22C-mock_S4_peak_31874	43.0	.	509909	3	508814	510315	AT3G02468	.	+	CDS	0
3	509908	509910	pCAMTA3-22C-mock_S4_peak_31874	43.0	.	509909	3	509222	510723	AT3G02470	.	+	CDS	0
3	518415	518417	pCAMTA3-22C-cycloheximide_S6_peak_23680	48.0	.	518416	3	518363	519864	AT3G02500	.	+	CDS	0
3	524332	524334	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_21537	27.0	.	524333	3	524036	525537	AT3G02510	.	-	CDS	0
3	527924	527926	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27668	28.0	.	527925	3	527415	528916	AT3G02520	.	-	CDS	0
3	535874	535876	pCAMTA3-22C-mock_S4_peak_31896	27.0	.	535875	3	535651	537152	AT3G02540	.	-	CDS	0
3	538316	538318	pCAMTA3-22C-mock_S4_peak_31902	28.0	.	538317	3	537150	538651	AT3G02550	.	-	CDS	0
3	542191	542193	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27682	27.0	.	542192	3	541340	542841	AT3G02560	.	+	CDS	0
3	546347	546349	pCAMTA2-22C-mock_S1_peak_28245	31.0	.	546348	3	544978	546479	AT3G02570	.	-	CDS	0
3	546347	546349	pCAMTA2-22C-mock_S1_peak_28245	31.0	.	546348	3	546047	547548	AT3G02580	.	+	CDS	0
3	546825	546827	pCAMTA2-22C-mock_S1_peak_28246	27.0	.	546826	3	546047	547548	AT3G02580	.	+	CDS	0
3	549608	549610	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27690	26.0	.	549609	3	548339	549840	AT3G02590	.	+	CDS	0
3	561799	561801	pCAMTA3-22C-mock_S4_peak_31929	29.0	.	561800	3	561163	562664	AT3G02630	.	+	CDS	0
3	565507	565509	pCAMTA2-22C-mock_S1_peak_28265	27.0	.	565508	3	565121	566622	AT3G02640	.	-	CDS	0
3	565507	565509	pCAMTA2-22C-mock_S1_peak_28265	27.0	.	565508	3	565270	566771	AT3G02645	.	+	CDS	0
3	575818	575820	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27718	26.0	.	575819	3	575377	576878	AT3G02680	.	+	CDS	0
3	578700	578702	pCAMTA3-22C-cycloheximide_S6_peak_23724	25.5	.	578701	3	578626	580127	AT3G02690	.	+	CDS	0
3	589562	589564	pCAMTA2-22C-mock_S1_peak_28291	33.5	.	589563	3	589091	590592	AT3G02730	.	-	CDS	0
3	589562	589564	pCAMTA2-22C-mock_S1_peak_28291	33.5	.	589563	3	589560	591061	AT3G02740	.	+	CDS	0
3	595407	595409	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27743	29.0	.	595408	3	594957	596458	AT3G02750	.	-	CDS	0
3	604130	604132	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27757	32.0	.	604131	3	603925	605426	AT3G02790	.	+	CDS	0
3	604999	605001	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27758	26.0	.	605000	3	603925	605426	AT3G02790	.	+	CDS	0
3	604999	605001	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27758	26.0	.	605000	3	604148	605649	AT3G02780	.	-	CDS	0
3	611695	611697	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27761	26.0	.	611696	3	610285	611786	AT3G02810	.	-	CDS	0
3	611695	611697	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27761	26.0	.	611696	3	610572	612073	AT3G02820	.	+	CDS	0
3	617573	617575	pCAMTA2-22C-mock_S1_peak_28324	31.5	.	617574	3	617479	618980	AT3G02840	.	+	CDS	0
3	618975	618977	pCAMTA3-22C-cycloheximide_S6_peak_23759	37.0	.	618976	3	617479	618980	AT3G02840	.	+	CDS	0
3	623243	623245	pCAMTA2-22C-mock_S1_peak_28328	30.5	.	623244	3	622973	624474	AT3G02850	.	-	CDS	0
3	630032	630034	pCAMTA2-22C-mock_S1_peak_28334	28.5	.	630033	3	629182	630683	AT3G02870	.	-	CDS	0
3	630596	630598	pCAMTA3-22C-mock_S4_peak_32011	27.0	.	630597	3	629182	630683	AT3G02870	.	-	CDS	0
3	633841	633843	pCAMTA3-22C-cycloheximide_S6_peak_23768	29.0	.	633842	3	633818	635319	AT3G02880	.	+	CDS	0
3	639435	639437	pCAMTA2-22C-mock_S1_peak_28344	33.0	.	639436	3	638511	640012	AT3G02885	.	-	CDS	0
3	661656	661658	pCAMTA3-22C-cycloheximide_S6_peak_23793	27.0	.	661657	3	661140	662641	AT3G02940	.	+	CDS	0
3	670773	670775	pCAMTA3-22C-mock_S4_peak_32048	27.0	.	670774	3	669995	671496	AT3G02970	.	-	CDS	0
3	672157	672159	pCAMTA2-22C-mock_S1_peak_28368	44.0	.	672158	3	671715	673216	AT3G02980	.	-	CDS	0
3	673320	673322	pCAMTA2-22C-mock_S1_peak_28370	31.5	.	673321	3	672613	674114	AT3G02990	.	+	CDS	0
3	676559	676561	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27810	39.0	.	676560	3	676387	677888	AT3G03000	.	+	CDS	0
3	680009	680011	pCAMTA2-22C-mock_S1_peak_28380	29.0	.	680010	3	679637	681138	AT3G03010	.	-	CDS	0
